INDEX,NAME,ANIMATION,BODY,BODY_TEX_1,IMPACT_RADIUS,SELECT_RADIUS,MODEL_ATTACK_SPEED,GUARD_TYPE,RIM_COLOR
40065,4星_蜘蛛精_水,models/Monsters/spider/spider_anim,models/Monsters/spider/spider_4/spider_fire_4,models/Monsters/spider/Textures/spider_water_4,0.5,1.5,1,1,0
40066,4星_蜘蛛精_木,models/Monsters/spider/spider_anim,models/Monsters/spider/spider_4/spider_fire_4,models/Monsters/spider/Textures/spider_wood_4,0.5,1.5,1,1,0
40067,4星_蜘蛛精_火,models/Monsters/spider/spider_anim,models/Monsters/spider/spider_4/spider_fire_4,models/Monsters/spider/Textures/spider_fire_4,0.5,1.5,1,1,0
80001,蛋_木,models/Monsters/egg/egg_anim,models/Monsters/egg/egg/egg,models/Monsters/egg/Textures/exp_green_egg,0.5,1.5,1,0,0
80002,蛋_水,models/Monsters/egg/egg_anim,models/Monsters/egg/egg/egg,models/Monsters/egg/Textures/exp_blue_egg,0.5,1.5,1,0,0
80003,蛋_火,models/Monsters/egg/egg_anim,models/Monsters/egg/egg/egg,models/Monsters/egg/Textures/exp_red_egg,0.5,1.5,1,0,0
80005,蛋_阴,models/Monsters/egg/egg_anim,models/Monsters/egg/egg/egg,models/Monsters/egg/Textures/exp_shadow_egg,0.5,1.5,1,0,0
80006,3星_钱蛋,models/Monsters/egg/egg_anim,models/Monsters/egg/egg/egg,models/Monsters/egg/Textures/money_egg_bai,0.5,1.5,1,0,0
80007,4星_钱蛋,models/Monsters/egg/egg_anim,models/Monsters/egg/egg/egg,models/Monsters/egg/Textures/money_egg_qian,0.5,1.5,1,0,0
60018,6星_玄天冰猿_水,models/Monsters/goldenlion_fire_1/goldenlion_fire_1_anim,models/Monsters/goldenlion_fire_1/goldenlion_fire_1/goldenlion_1,models/Monsters/goldenlion_fire_1/Textures/goldenlion_blue_1,0.5,1.5,1,1,0
60019,6星_千尸机关_阴,models/Monsters/mech_giant_wood/mech_giant_wood_anim,models/Monsters/mech_giant_wood/mech_giant_wood_6/mech_giant_wood,models/Monsters/mech_giant_wood/Textures/mech_giant_wood_6_shadow,0.5,1.5,1,0,0
60020,6星_石腾像_木,models/Monsters/guanyu_light/guanyu_light_anim,models/Monsters/guanyu_light/guanyu_light_6/guanyu_light_1,models/Monsters/guanyu_light/Textures/guanyu_6_green,0.5,1.5,1,0,0
60021,6星_九天玄女_阳,models/Monsters/hydra/hydra_anim,models/Monsters/hydra/hydra/hydra_water_1,models/Monsters/hydra/Textures/hydra_gold_1,0.5,1.5,1,1,0
60022,6星_拜火女神_火,models/Monsters/stonemister_dark/stonemister_dark_anim,models/Monsters/stonemister_dark/stonemister_dark_6/stonemister_dark,models/Monsters/stonemister_dark/Textures/stonemister_dark_6_red,0.5,1.5,1,1,0
10046,1星_水龟_水,models/Monsters/blackturtle/blackturtle_anim,models/Monsters/blackturtle/blackturtle1/turtle_1,models/Monsters/blackturtle/Textures/turtle_blue_1,0.5,1.5,1,0,0
10047,1星_木龟_木,models/Monsters/blackturtle/blackturtle_anim,models/Monsters/blackturtle/blackturtle1/turtle_1,models/Monsters/blackturtle/Textures/turtle_green_1,0.5,1.5,1,0,0
10048,1星_火龟_火,models/Monsters/blackturtle/blackturtle_anim,models/Monsters/blackturtle/blackturtle1/turtle_1,models/Monsters/blackturtle/Textures/turtle_red_1,0.5,1.5,1,0,0
20065,2星_水龟_水,models/Monsters/blackturtle/blackturtle_anim,models/Monsters/blackturtle/blackturtle2/turtle_2,models/Monsters/blackturtle/Textures/turtle_blue_2,0.5,1.5,1,0,0
20066,2星_木龟_木,models/Monsters/blackturtle/blackturtle_anim,models/Monsters/blackturtle/blackturtle2/turtle_2,models/Monsters/blackturtle/Textures/turtle_green_2,0.5,1.5,1,0,0
20067,2星_火龟_火,models/Monsters/blackturtle/blackturtle_anim,models/Monsters/blackturtle/blackturtle2/turtle_2,models/Monsters/blackturtle/Textures/turtle_red_2,0.5,1.5,1,0,0
20068,2星_水雀_水,models/Monsters/redbird/redbird_anim,models/Monsters/redbird/redbird1/redbird,models/Monsters/redbird/Textures/bird_blue_2,0.5,1.5,1,1,0
20069,2星_木雀_木,models/Monsters/redbird/redbird_anim,models/Monsters/redbird/redbird1/redbird,models/Monsters/redbird/Textures/bird_green_2,0.5,1.5,1,1,0
20070,2星_火雀_火,models/Monsters/redbird/redbird_anim,models/Monsters/redbird/redbird1/redbird,models/Monsters/redbird/Textures/bird_red_2,0.5,1.5,1,1,0
30083,3星_水雀_水,models/Monsters/redbird/redbird_anim,models/Monsters/redbird/redbird1/redbird,models/Monsters/redbird/Textures/bird_blue_3,0.5,1.5,1,1,0
30084,3星_木雀_木,models/Monsters/redbird/redbird_anim,models/Monsters/redbird/redbird1/redbird,models/Monsters/redbird/Textures/bird_green_3,0.5,1.5,1,1,0
30085,3星_火雀_火,models/Monsters/redbird/redbird_anim,models/Monsters/redbird/redbird1/redbird,models/Monsters/redbird/Textures/bird_red_3,0.5,1.5,1,1,0
20071,2星_机关人偶_水,models/Monsters/gintan/gintan_anim,models/Monsters/gintan/gintan_2/gintan_2,models/Monsters/gintan/Textures/gintan_blue_2,0.5,1.5,1,0,0
20072,2星_机关人偶_木,models/Monsters/gintan/gintan_anim,models/Monsters/gintan/gintan_2/gintan_2,models/Monsters/gintan/Textures/gintan_green_2,0.5,1.5,1,0,0
20073,2星_机关人偶_火,models/Monsters/gintan/gintan_anim,models/Monsters/gintan/gintan_2/gintan_2,models/Monsters/gintan/Textures/gintan_red_2,0.5,1.5,1,0,0
30086,3星_机关人偶_水,models/Monsters/gintan/gintan_anim,models/Monsters/gintan/gintan_3/gintan_3,models/Monsters/gintan/Textures/gintan_blue_3,0.5,1.5,1,0,0
30087,3星_机关人偶_木,models/Monsters/gintan/gintan_anim,models/Monsters/gintan/gintan_3/gintan_3,models/Monsters/gintan/Textures/gintan_green_3,0.5,1.5,1,0,0
30088,3星_机关人偶_火,models/Monsters/gintan/gintan_anim,models/Monsters/gintan/gintan_3/gintan_3,models/Monsters/gintan/Textures/gintan_red_3,0.5,1.5,1,0,0
50043,5星_黑金刚_火,models/Monsters/monkey/monkey_anim,models/Monsters/monkey/monkey_5/monkey_water_5,models/Monsters/monkey/Textures/monkey_5_red,0.5,1.5,1,1,0
40068,4星_火悟空_木,models/Monsters/sunwukong/sunwukong_anim,models/Monsters/sunwukong/sunwukong/sunwukong,models/Monsters/sunwukong/Textures/sunwukong,0.5,1.5,1,1,0
50044,5星_火悟空_木,models/Monsters/sunwukong/sunwukong_anim,models/Monsters/sunwukong/sunwukong/sunwukong,models/Monsters/sunwukong/Textures/sunwukong,0.5,1.5,1,1,0
50045,5星_猫天师_阳,models/Monsters/catimp/catimp_anim,models/Monsters/catimp/catimp_5/catimp_5,models/Monsters/catimp/Textures/catimp_light_5,0.5,1.5,1,1,0
50046,5星_蝴蝶仙子_水,models/Monsters/butterfly/butterfly_anim,models/Monsters/butterfly/butterfly_5/butterfly_5,models/Monsters/butterfly/Textures/butterfly_water_5,0.5,1.5,1,1,0
40069,4星_剑客_水,models/Monsters/jianke/jianke_anim,models/Monsters/jianke/jianke_4/jianke_4,models/Monsters/jianke/Textures/jianke_blue_4,0.5,1.5,1,1,0
40070,4星_剑客_木,models/Monsters/jianke/jianke_anim,models/Monsters/jianke/jianke_4/jianke_4,models/Monsters/jianke/Textures/jianke_green_4,0.5,1.5,1,1,0
40071,4星_剑客_火,models/Monsters/jianke/jianke_anim,models/Monsters/jianke/jianke_4/jianke_4,models/Monsters/jianke/Textures/jianke_red_4,0.5,1.5,1,1,0
50047,5星_剑客_水,models/Monsters/jianke/jianke_anim,models/Monsters/jianke/jianke_5/jianke_5,models/Monsters/jianke/Textures/jianke_blue_5,0.5,1.5,1,1,0
50048,5星_剑客_木,models/Monsters/jianke/jianke_anim,models/Monsters/jianke/jianke_5/jianke_5,models/Monsters/jianke/Textures/jianke_green_5,0.5,1.5,1,1,0
50049,5星_剑客_火,models/Monsters/jianke/jianke_anim,models/Monsters/jianke/jianke_5/jianke_5,models/Monsters/jianke/Textures/jianke_red_5,0.5,1.5,1,1,0
