INT,STRING,INT,INT,INT,INT,INT,INT,INT,INT
8292,,191002,4,1,4,1,2,1,1
8293,,190000,3,2,3,2,3,2,4
8294,,190001,2,2,2,2,4,1,2
8295,,190002,1,2,1,1,5,1,3
8296,,191000,5,1,5,1,1,1,5
8297,,191001,4,2,4,2,2,2,1
8298,,191002,3,2,3,2,3,1,4
8299,,190000,2,2,2,1,4,1,2
8300,,190001,1,1,1,1,5,1,3
8301,,190002,5,2,5,2,1,2,5
8302,,191000,4,2,4,2,2,1,1
8303,,191001,3,2,3,1,3,1,4
8304,,191002,2,1,2,1,4,1,2
8305,,190000,1,2,1,2,5,2,3
8306,,190001,5,2,5,2,1,1,5
8307,,190002,4,2,4,1,2,1,1
8308,,191000,3,1,3,1,3,1,4
8309,,191001,2,2,2,2,4,2,2
8310,,191002,1,2,1,2,5,1,3
8311,,190000,5,2,5,1,1,1,5
8312,,190001,4,1,4,1,2,1,1
8313,,190002,3,2,3,2,3,2,4
8314,,191000,2,2,2,2,4,1,2
8315,,191001,1,2,1,1,5,1,3
8316,,191002,5,1,5,1,1,1,5
8317,,190000,4,2,4,2,2,2,1
8318,,190001,3,2,3,2,3,1,4
8319,,190002,2,2,2,1,4,1,2
8320,,191000,1,1,1,1,5,1,3
8321,,191001,5,2,5,2,1,2,5
8322,,191002,4,2,4,2,2,1,1
8323,,190000,3,2,3,1,3,1,4
8324,,190001,2,1,2,1,4,1,2
8325,,190002,1,2,1,2,5,2,3
8326,,191000,5,2,5,2,1,1,5
8327,,191001,4,2,4,1,2,1,1
8328,,191002,3,1,3,1,3,1,4
8329,,190000,2,2,2,2,4,2,2
8330,,190001,1,2,1,2,5,1,3
8331,,190002,5,2,5,1,1,1,5
8332,,191000,4,1,4,1,2,1,1
8333,,191001,3,2,3,2,3,2,4
8334,,191002,2,2,2,2,4,1,2
8335,,190000,1,2,1,1,5,1,3
8336,,190001,5,1,5,1,1,1,5
8337,,190002,4,2,4,2,2,2,1
8338,,191000,3,2,3,2,3,1,4
8339,,191001,2,2,2,1,4,1,2
8340,,191002,1,1,1,1,5,1,3
8341,,190000,5,2,5,2,1,2,5
8342,,190001,4,2,4,2,2,1,1
8343,,190002,3,2,3,1,3,1,4
8344,,191000,2,1,2,1,4,1,2
8345,,191001,1,2,1,2,5,2,3
8346,,191002,5,2,5,2,1,1,5
8347,,190000,4,2,4,1,2,1,1
8348,,190001,3,1,3,1,3,1,4
8349,,190002,2,2,2,2,4,2,2
8350,,191000,1,2,1,2,5,1,3
8351,,191001,5,2,5,1,1,1,5
8352,,191002,4,1,4,1,2,1,1
8353,,190000,3,2,3,2,3,2,4
8354,,190001,2,2,2,2,4,1,2
8355,,190002,1,2,1,1,5,1,3
8356,,191000,5,1,5,1,1,1,5
8357,,191001,4,2,4,2,2,2,1
8358,,191002,3,2,3,2,3,1,4
8359,,190000,2,2,2,1,4,1,2
8360,,190001,1,1,1,1,5,1,3
8361,,190002,5,2,5,2,1,2,5
8362,,191000,4,2,4,2,2,1,1
8363,,191001,3,2,3,1,3,1,4
8364,,191002,2,1,2,1,4,1,2
8365,,190000,1,2,1,2,5,2,3
8366,,190001,5,2,5,2,1,1,5
8367,,190002,4,2,4,1,2,1,1
8368,,191000,3,1,3,1,3,1,4
8369,,191001,2,2,2,2,4,2,2
8370,,191002,1,2,1,2,5,1,3
8371,,190000,5,2,5,1,1,1,5
8372,,190001,4,1,4,1,2,1,1
8373,,190002,3,2,3,2,3,2,4
8374,,191000,2,2,2,2,4,1,2
8375,,191001,1,2,1,1,5,1,3
8376,,191002,5,1,5,1,1,1,5
8377,,190000,4,2,4,2,2,2,1
8378,,190001,3,2,3,2,3,1,4
8379,,190002,2,2,2,1,4,1,2
8380,,191000,1,1,1,1,5,1,3
8381,,191001,5,2,5,2,1,2,5
8382,,191002,4,2,4,2,2,1,1
8383,,190000,3,2,3,1,3,1,4
8384,,190001,2,1,2,1,4,1,2
8385,,190002,1,2,1,2,5,2,3
8386,,191000,5,2,5,2,1,1,5
8387,,191001,4,2,4,1,2,1,1
8388,,191002,3,1,3,1,3,1,4
8389,,190000,2,2,2,2,4,2,2
8390,,190001,1,2,1,2,5,1,3
8391,,190002,5,2,5,1,1,1,5
8392,,191000,4,1,4,1,2,1,1
8393,,191001,3,2,3,2,3,2,4
8394,,191002,2,2,2,2,4,1,2
8395,,190000,1,2,1,1,5,1,3
8396,,190001,5,1,5,1,1,1,5
8397,,190002,4,2,4,2,2,2,1
8398,,191000,3,2,3,2,3,1,4
8399,,191001,2,2,2,1,4,1,2
8400,,191002,1,1,1,1,5,1,3
8401,,190000,5,2,5,2,1,2,5
8402,,190001,4,2,4,2,2,1,1
8403,,190002,3,2,3,1,3,1,4
8404,,191000,2,1,2,1,4,1,2
8405,,191001,1,2,1,2,5,2,3
8406,,191002,5,2,5,2,1,1,5
8407,,190000,4,2,4,1,2,1,1
8408,,190001,3,1,3,1,3,1,4
8409,,190002,2,2,2,2,4,2,2
8410,,191000,1,2,1,2,5,1,3
8411,,191001,5,2,5,1,1,1,5
8412,,191002,4,1,4,1,2,1,1
8413,,190000,3,2,3,2,3,2,4
8414,,190001,2,2,2,2,4,1,2
8415,,190002,1,2,1,1,5,1,3
8416,,191000,5,1,5,1,1,1,5
8417,,191001,4,2,4,2,2,2,1
8418,,191002,3,2,3,2,3,1,4
8419,,190000,2,2,2,1,4,1,2
8420,,190001,1,1,1,1,5,1,3
8421,,190002,5,2,5,2,1,2,5
8422,,191000,4,2,4,2,2,1,1
8423,,191001,3,2,3,1,3,1,4
8424,,191002,2,1,2,1,4,1,2
8425,,190000,1,2,1,2,5,2,3
8426,,190001,5,2,5,2,1,1,5
8427,,190002,4,2,4,1,2,1,1
8428,,191000,3,1,3,1,3,1,4
8429,,191001,2,2,2,2,4,2,2
8430,,191002,1,2,1,2,5,1,3
8431,,190000,5,2,5,1,1,1,5
8432,,190001,4,1,4,1,2,1,1
8433,,190002,3,2,3,2,3,2,4
8434,,191000,2,2,2,2,4,1,2
8435,,191001,1,2,1,1,5,1,3
8436,,191002,5,1,5,1,1,1,5
8437,,190000,4,2,4,2,2,2,1
8438,,190001,3,2,3,2,3,1,4
8439,,190002,2,2,2,1,4,1,2
8440,,191000,1,1,1,1,5,1,3
8441,,191001,5,2,5,2,1,2,5
8442,,191002,4,2,4,2,2,1,1
8443,,190000,3,2,3,1,3,1,4
8444,,190001,2,1,2,1,4,1,2
8445,,190002,1,2,1,2,5,2,3
8446,,191000,5,2,5,2,1,1,5
8447,,191001,4,2,4,1,2,1,1
8448,,191002,3,1,3,1,3,1,4
8449,,190000,2,2,2,2,4,2,2
8450,,190001,1,2,1,2,5,1,3
8451,,190002,5,2,5,1,1,1,5
8452,,191000,4,1,4,1,2,1,1
8453,,191001,3,2,3,2,3,2,4
8454,,191002,2,2,2,2,4,1,2
8455,,190000,1,2,1,1,5,1,3
8456,,190001,5,1,5,1,1,1,5
8457,,190002,4,2,4,2,2,2,1
8458,,191000,3,2,3,2,3,1,4
8459,,191001,2,2,2,1,4,1,2
8460,,191002,1,1,1,1,5,1,3
8461,,190000,5,2,5,2,1,2,5
8462,,190001,4,2,4,2,2,1,1
8463,,190002,3,2,3,1,3,1,4
8464,,191000,2,1,2,1,4,1,2
8465,,191001,1,2,1,2,5,2,3
8466,,191002,5,2,5,2,1,1,5
8467,,190000,4,2,4,1,2,1,1
8468,,190001,3,1,3,1,3,1,4
8469,,190002,2,2,2,2,4,2,2
8470,,191000,1,2,1,2,5,1,3
8471,,191001,5,2,5,1,1,1,5
8472,,191002,4,1,4,1,2,1,1
8473,,190000,3,2,3,2,3,2,4
8474,,190001,2,2,2,2,4,1,2
8475,,190002,1,2,1,1,5,1,3
8476,,191000,5,1,5,1,1,1,5
8477,,191001,4,2,4,2,2,2,1
8478,,191002,3,2,3,2,3,1,4
8479,,190000,2,2,2,1,4,1,2
8480,,190001,1,1,1,1,5,1,3
8481,,190002,5,2,5,2,1,2,5
8482,,191000,4,2,4,2,2,1,1
8483,,191001,3,2,3,1,3,1,4
8484,,191002,2,1,2,1,4,1,2
8485,,190000,1,2,1,2,5,2,3
8486,,190001,5,2,5,2,1,1,5
8487,,190002,4,2,4,1,2,1,1
8488,,191000,3,1,3,1,3,1,4
8489,,191001,2,2,2,2,4,2,2
8490,,191002,1,2,1,2,5,1,3
8491,,190000,5,2,5,1,1,1,5
8492,,190001,4,1,4,1,2,1,1
8493,,190002,3,2,3,2,3,2,4
8494,,191000,2,2,2,2,4,1,2
8495,,191001,1,2,1,1,5,1,3
8496,,191002,5,1,5,1,1,1,5
8497,,190000,4,2,4,2,2,2,1
8498,,190001,3,2,3,2,3,1,4
8499,,190002,2,2,2,1,4,1,2
8500,,191000,1,1,1,1,5,1,3
8501,,191001,5,2,5,2,1,2,5
8502,,191002,4,2,4,2,2,1,1
8503,,190000,3,2,3,1,3,1,4
8504,,190001,2,1,2,1,4,1,2
8505,,190002,1,2,1,2,5,2,3
8506,,191000,5,2,5,2,1,1,5
8507,,191001,4,2,4,1,2,1,1
8508,,191002,3,1,3,1,3,1,4
8509,,190000,2,2,2,2,4,2,2
8510,,190001,1,2,1,2,5,1,3
8511,,190002,5,2,5,1,1,1,5
8512,,191000,4,1,4,1,2,1,1
8513,,191001,3,2,3,2,3,2,4
8514,,191002,2,2,2,2,4,1,2
8515,,190000,1,2,1,1,5,1,3
8516,,190001,5,1,5,1,1,1,5
8517,,190002,4,2,4,2,2,2,1
8518,,191000,3,2,3,2,3,1,4
8519,,191001,2,2,2,1,4,1,2
8520,,191002,1,1,1,1,5,1,3
8521,,190000,5,2,5,2,1,2,5
8522,,190001,4,2,4,2,2,1,1
8523,,190002,3,2,3,1,3,1,4
8524,,191000,2,1,2,1,4,1,2
8525,,191001,1,2,1,2,5,2,3
8526,,191002,5,2,5,2,1,1,5
8527,,190000,4,2,4,1,2,1,1
8528,,190001,3,1,3,1,3,1,4
8529,,190002,2,2,2,2,4,2,2
8530,,191000,1,2,1,2,5,1,3
8531,,191001,5,2,5,1,1,1,5
8532,,191002,4,1,4,1,2,1,1
8533,,190000,3,2,3,2,3,2,4
8534,,190001,2,2,2,2,4,1,2
8535,,190002,1,2,1,1,5,1,3
8536,,191000,5,1,5,1,1,1,5
8537,,191001,4,2,4,2,2,2,1
8538,,191002,3,2,3,2,3,1,4
8539,,190000,2,2,2,1,4,1,2
8540,,190001,1,1,1,1,5,1,3
8541,,190002,5,2,5,2,1,2,5
8542,,191000,4,2,4,2,2,1,1
8543,,191001,3,2,3,1,3,1,4
8544,,191002,2,1,2,1,4,1,2
8545,,190000,1,2,1,2,5,2,3
8546,,190001,5,2,5,2,1,1,5
8547,,190002,4,2,4,1,2,1,1
8548,,191000,3,1,3,1,3,1,4
8549,,191001,2,2,2,2,4,2,2
8550,,191002,1,2,1,2,5,1,3
8551,,190000,5,2,5,1,1,1,5
8552,,190001,4,1,4,1,2,1,1
8553,,190002,3,2,3,2,3,2,4
8554,,191000,2,2,2,2,4,1,2
8555,,191001,1,2,1,1,5,1,3
8556,,191002,5,1,5,1,1,1,5
8557,,190000,4,2,4,2,2,2,1
8558,,190001,3,2,3,2,3,1,4
8559,,190002,2,2,2,1,4,1,2
8560,,191000,1,1,1,1,5,1,3
8561,,191001,5,2,5,2,1,2,5
8562,,191002,4,2,4,2,2,1,1
8563,,190000,3,2,3,1,3,1,4
8564,,190001,2,1,2,1,4,1,2
8565,,190002,1,2,1,2,5,2,3
8566,,191000,5,2,5,2,1,1,5
8567,,191001,4,2,4,1,2,1,1
8568,,191002,3,1,3,1,3,1,4
8569,,190000,2,2,2,2,4,2,2
8570,,190001,1,2,1,2,5,1,3
8571,,190002,5,2,5,1,1,1,5
8572,,191000,4,1,4,1,2,1,1
8573,,191001,3,2,3,2,3,2,4
8574,,191002,2,2,2,2,4,1,2
8575,,190000,1,2,1,1,5,1,3
8576,,190001,5,1,5,1,1,1,5
8577,,190002,4,2,4,2,2,2,1
8578,,191000,3,2,3,2,3,1,4
8579,,191001,2,2,2,1,4,1,2
8580,,191002,1,1,1,1,5,1,3
8581,,190000,5,2,5,2,1,2,5
8582,,190001,4,2,4,2,2,1,1
8583,,190002,3,2,3,1,3,1,4
8584,,191000,2,1,2,1,4,1,2
8585,,191001,1,2,1,2,5,2,3
8586,,191002,5,2,5,2,1,1,5
8587,,190000,4,2,4,1,2,1,1
8588,,190001,3,1,3,1,3,1,4
8589,,190002,2,2,2,2,4,2,2
8590,,191000,1,2,1,2,5,1,3
8591,,191001,5,2,5,1,1,1,5
8592,,191002,4,1,4,1,2,1,1
8593,,190000,3,2,3,2,3,2,4
8594,,190001,2,2,2,2,4,1,2
8595,,190002,1,2,1,1,5,1,3
8596,,191000,5,1,5,1,1,1,5
8597,,191001,4,2,4,2,2,2,1
8598,,191002,3,2,3,2,3,1,4
8599,,190000,2,2,2,1,4,1,2
8600,,190001,1,1,1,1,5,1,3
8601,,190002,5,2,5,2,1,2,5
8602,,191000,4,2,4,2,2,1,1
8603,,191001,3,2,3,1,3,1,4
8604,,191002,2,1,2,1,4,1,2
8605,,190000,1,2,1,2,5,2,3
8606,,190001,5,2,5,2,1,1,5
8607,,190002,4,2,4,1,2,1,1
8608,,191000,3,1,3,1,3,1,4
8609,,191001,2,2,2,2,4,2,2
8610,,191002,1,2,1,2,5,1,3
8611,,190000,5,2,5,1,1,1,5
8612,,190001,4,1,4,1,2,1,1
8613,,190002,3,2,3,2,3,2,4
8614,,191000,2,2,2,2,4,1,2
8615,,191001,1,2,1,1,5,1,3
8616,,191002,5,1,5,1,1,1,5
8617,,190000,4,2,4,2,2,2,1
8618,,190001,3,2,3,2,3,1,4
8619,,190002,2,2,2,1,4,1,2
8620,,191000,1,1,1,1,5,1,3
8621,,191001,5,2,5,2,1,2,5
8622,,191002,4,2,4,2,2,1,1
8623,,190000,3,2,3,1,3,1,4
8624,,190001,2,1,2,1,4,1,2
8625,,190002,1,2,1,2,5,2,3
8626,,191000,5,2,5,2,1,1,5
8627,,191001,4,2,4,1,2,1,1
8628,,191002,3,1,3,1,3,1,4
8629,,190000,2,2,2,2,4,2,2
8630,,190001,1,2,1,2,5,1,3
8631,,190002,5,2,5,1,1,1,5
8632,,191000,4,1,4,1,2,1,1
8633,,191001,3,2,3,2,3,2,4
8634,,191002,2,2,2,2,4,1,2
8635,,190000,1,2,1,1,5,1,3
8636,,190001,5,1,5,1,1,1,5
8637,,190002,4,2,4,2,2,2,1
8638,,191000,3,2,3,2,3,1,4
8639,,191001,2,2,2,1,4,1,2
8640,,191002,1,1,1,1,5,1,3
8641,,190000,5,2,5,2,1,2,5
8642,,190001,4,2,4,2,2,1,1
8643,,190002,3,2,3,1,3,1,4
8644,,191000,2,1,2,1,4,1,2
8645,,191001,1,2,1,2,5,2,3
8646,,191002,5,2,5,2,1,1,5
8647,,190000,4,2,4,1,2,1,1
8648,,190001,3,1,3,1,3,1,4
8649,,190002,2,2,2,2,4,2,2
8650,,191000,1,2,1,2,5,1,3
8651,,191001,5,2,5,1,1,1,5
8652,,191002,4,1,4,1,2,1,1
8653,,190000,3,2,3,2,3,2,4
8654,,190001,2,2,2,2,4,1,2
8655,,190002,1,2,1,1,5,1,3
8656,,191000,5,1,5,1,1,1,5
8657,,191001,4,2,4,2,2,2,1
8658,,191002,3,2,3,2,3,1,4
8659,,190000,2,2,2,1,4,1,2
8660,,190001,1,1,1,1,5,1,3
8661,,190002,5,2,5,2,1,2,5
8662,,191000,4,2,4,2,2,1,1
8663,,191001,3,2,3,1,3,1,4
8664,,191002,2,1,2,1,4,1,2
8665,,190000,1,2,1,2,5,2,3
8666,,190001,5,2,5,2,1,1,5
8667,,190002,4,2,4,1,2,1,1
8668,,191000,3,1,3,1,3,1,4
8669,,191001,2,2,2,2,4,2,2
8670,,191002,1,2,1,2,5,1,3
8671,,190000,5,2,5,1,1,1,5
8672,,190001,4,1,4,1,2,1,1
8673,,190002,3,2,3,2,3,2,4
8674,,191000,2,2,2,2,4,1,2
8675,,191001,1,2,1,1,5,1,3
8676,,191002,5,1,5,1,1,1,5
8677,,190000,4,2,4,2,2,2,1
8678,,190001,3,2,3,2,3,1,4
8679,,190002,2,2,2,1,4,1,2
8680,,191000,1,1,1,1,5,1,3
8681,,191001,5,2,5,2,1,2,5
8682,,191002,4,2,4,2,2,1,1
8683,,190000,3,2,3,1,3,1,4
8684,,190001,2,1,2,1,4,1,2
8685,,190002,1,2,1,2,5,2,3
8686,,191000,5,2,5,2,1,1,5
8687,,191001,4,2,4,1,2,1,1
8688,,191002,3,1,3,1,3,1,4
8689,,190000,2,2,2,2,4,2,2
8690,,190001,1,2,1,2,5,1,3
8691,,190002,5,2,5,1,1,1,5
8692,,191000,4,1,4,1,2,1,1
8693,,191001,3,2,3,2,3,2,4
8694,,191002,2,2,2,2,4,1,2
8695,,190000,1,2,1,1,5,1,3
8696,,190001,5,1,5,1,1,1,5
8697,,190002,4,2,4,2,2,2,1
8698,,191000,3,2,3,2,3,1,4
8699,,191001,2,2,2,1,4,1,2
8700,,191002,1,1,1,1,5,1,3
8701,,190000,5,2,5,2,1,2,5
8702,,190001,4,2,4,2,2,1,1
8703,,190002,3,2,3,1,3,1,4
8704,,191000,2,1,2,1,4,1,2
8705,,191001,1,2,1,2,5,2,3
8706,,191002,5,2,5,2,1,1,5
8707,,190000,4,2,4,1,2,1,1
8708,,190001,3,1,3,1,3,1,4
8709,,190002,2,2,2,2,4,2,2
8710,,191000,1,2,1,2,5,1,3
8711,,191001,5,2,5,1,1,1,5
8712,,191002,4,1,4,1,2,1,1
8713,,190000,3,2,3,2,3,2,4
8714,,190001,2,2,2,2,4,1,2
8715,,190002,1,2,1,1,5,1,3
8716,,191000,5,1,5,1,1,1,5
8717,,191001,4,2,4,2,2,2,1
8718,,191002,3,2,3,2,3,1,4
8719,,190000,2,2,2,1,4,1,2
8720,,190001,1,1,1,1,5,1,3
8721,,190002,5,2,5,2,1,2,5
8722,,191000,4,2,4,2,2,1,1
8723,,191001,3,2,3,1,3,1,4
8724,,191002,2,1,2,1,4,1,2
8725,,190000,1,2,1,2,5,2,3
8726,,190001,5,2,5,2,1,1,5
8727,,190002,4,2,4,1,2,1,1
8728,,191000,3,1,3,1,3,1,4
8729,,191001,2,2,2,2,4,2,2
8730,,191002,1,2,1,2,5,1,3
8731,,190000,5,2,5,1,1,1,5
8732,,190001,4,1,4,1,2,1,1
8733,,190002,3,2,3,2,3,2,4
8734,,191000,2,2,2,2,4,1,2
8735,,191001,1,2,1,1,5,1,3
8736,,191002,5,1,5,1,1,1,5
8737,,190000,4,2,4,2,2,2,1
8738,,190001,3,2,3,2,3,1,4
8739,,190002,2,2,2,1,4,1,2
8740,,191000,1,1,1,1,5,1,3
8741,,191001,5,2,5,2,1,2,5
8742,,191002,4,2,4,2,2,1,1
8743,,190000,3,2,3,1,3,1,4
8744,,190001,2,1,2,1,4,1,2
8745,,190002,1,2,1,2,5,2,3
8746,,191000,5,2,5,2,1,1,5
8747,,191001,4,2,4,1,2,1,1
8748,,191002,3,1,3,1,3,1,4
8749,,190000,2,2,2,2,4,2,2
8750,,190001,1,2,1,2,5,1,3
8751,,190002,5,2,5,1,1,1,5
8752,,191000,4,1,4,1,2,1,1
8753,,191001,3,2,3,2,3,2,4
8754,,191002,2,2,2,2,4,1,2
8755,,190000,1,2,1,1,5,1,3
8756,,190001,5,1,5,1,1,1,5
8757,,190002,4,2,4,2,2,2,1
8758,,191000,3,2,3,2,3,1,4
8759,,191001,2,2,2,1,4,1,2
8760,,191002,1,1,1,1,5,1,3
8761,,190000,5,2,5,2,1,2,5
8762,,190001,4,2,4,2,2,1,1
8763,,190002,3,2,3,1,3,1,4
8764,,191000,2,1,2,1,4,1,2
8765,,191001,1,2,1,2,5,2,3
8766,,191002,5,2,5,2,1,1,5
8767,,190000,4,2,4,1,2,1,1
8768,,190001,3,1,3,1,3,1,4
8769,,190002,2,2,2,2,4,2,2
8770,,191000,1,2,1,2,5,1,3
8771,,191001,5,2,5,1,1,1,5
8772,,191002,4,1,4,1,2,1,1
8773,,190000,3,2,3,2,3,2,4
8774,,190001,2,2,2,2,4,1,2
8775,,190002,1,2,1,1,5,1,3
8776,,191000,5,1,5,1,1,1,5
8777,,191001,4,2,4,2,2,2,1
8778,,191002,3,2,3,2,3,1,4
8779,,190000,2,2,2,1,4,1,2
8780,,190001,1,1,1,1,5,1,3
8781,,190002,5,2,5,2,1,2,5
8782,,191000,4,2,4,2,2,1,1
8783,,191001,3,2,3,1,3,1,4
8784,,191002,2,1,2,1,4,1,2
8785,,190000,1,2,1,2,5,2,3
8786,,190001,5,2,5,2,1,1,5
8787,,190002,4,2,4,1,2,1,1
8788,,191000,3,1,3,1,3,1,4
8789,,191001,2,2,2,2,4,2,2
8790,,191002,1,2,1,2,5,1,3
8791,,190000,5,2,5,1,1,1,5
8792,,190001,4,1,4,1,2,1,1
8793,,190002,3,2,3,2,3,2,4
8794,,191000,2,2,2,2,4,1,2
8795,,191001,1,2,1,1,5,1,3
8796,,191002,5,1,5,1,1,1,5
8797,,190000,4,2,4,2,2,2,1
8798,,190001,3,2,3,2,3,1,4
8799,,190002,2,2,2,1,4,1,2
8800,,191000,1,1,1,1,5,1,3
8801,,191001,5,2,5,2,1,2,5
8802,,191002,4,2,4,2,2,1,1
8803,,190000,3,2,3,1,3,1,4
8804,,190001,2,1,2,1,4,1,2
8805,,190002,1,2,1,2,5,2,3
8806,,191000,5,2,5,2,1,1,5
8807,,191001,4,2,4,1,2,1,1
8808,,191002,3,1,3,1,3,1,4
8809,,190000,2,2,2,2,4,2,2
8810,,190001,1,2,1,2,5,1,3
8811,,190002,5,2,5,1,1,1,5
8812,,191000,4,1,4,1,2,1,1
8813,,191001,3,2,3,2,3,2,4
8814,,191002,2,2,2,2,4,1,2
8815,,190000,1,2,1,1,5,1,3
8816,,190001,5,1,5,1,1,1,5
8817,,190002,4,2,4,2,2,2,1
8818,,191000,3,2,3,2,3,1,4
8819,,191001,2,2,2,1,4,1,2
8820,,191002,1,1,1,1,5,1,3
8821,,190000,5,2,5,2,1,2,5
8822,,190001,4,2,4,2,2,1,1
8823,,190002,3,2,3,1,3,1,4
8824,,191000,2,1,2,1,4,1,2
8825,,191001,1,2,1,2,5,2,3
8826,,191002,5,2,5,2,1,1,5
8827,,190000,4,2,4,1,2,1,1
8828,,190001,3,1,3,1,3,1,4
8829,,190002,2,2,2,2,4,2,2
8830,,191000,1,2,1,2,5,1,3
8831,,191001,5,2,5,1,1,1,5
8832,,191002,4,1,4,1,2,1,1
8833,,190000,3,2,3,2,3,2,4
8834,,190001,2,2,2,2,4,1,2
8835,,190002,1,2,1,1,5,1,3
8836,,191000,5,1,5,1,1,1,5
8837,,191001,4,2,4,2,2,2,1
8838,,191002,3,2,3,2,3,1,4
8839,,190000,2,2,2,1,4,1,2
8840,,190001,1,1,1,1,5,1,3
8841,,190002,5,2,5,2,1,2,5
8842,,191000,4,2,4,2,2,1,1
8843,,191001,3,2,3,1,3,1,4
8844,,191002,2,1,2,1,4,1,2
8845,,190000,1,2,1,2,5,2,3
8846,,190001,5,2,5,2,1,1,5
8847,,190002,4,2,4,1,2,1,1
8848,,191000,3,1,3,1,3,1,4
8849,,191001,2,2,2,2,4,2,2
8850,,191002,1,2,1,2,5,1,3
8851,,190000,5,2,5,1,1,1,5
8852,,190001,4,1,4,1,2,1,1
8853,,190002,3,2,3,2,3,2,4
8854,,191000,2,2,2,2,4,1,2
8855,,191001,1,2,1,1,5,1,3
8856,,191002,5,1,5,1,1,1,5
8857,,190000,4,2,4,2,2,2,1
8858,,190001,3,2,3,2,3,1,4
8859,,190002,2,2,2,1,4,1,2
8860,,191000,1,1,1,1,5,1,3
8861,,191001,5,2,5,2,1,2,5
8862,,191002,4,2,4,2,2,1,1
8863,,190000,3,2,3,1,3,1,4
8864,,190001,2,1,2,1,4,1,2
8865,,190002,1,2,1,2,5,2,3
8866,,191000,5,2,5,2,1,1,5
8867,,191001,4,2,4,1,2,1,1
8868,,191002,3,1,3,1,3,1,4
8869,,190000,2,2,2,2,4,2,2
8870,,190001,1,2,1,2,5,1,3
8871,,190002,5,2,5,1,1,1,5
8872,,191000,4,1,4,1,2,1,1
8873,,191001,3,2,3,2,3,2,4
8874,,191002,2,2,2,2,4,1,2
8875,,190000,1,2,1,1,5,1,3
8876,,190001,5,1,5,1,1,1,5
8877,,190002,4,2,4,2,2,2,1
8878,,191000,3,2,3,2,3,1,4
8879,,191001,2,2,2,1,4,1,2
8880,,191002,1,1,1,1,5,1,3
8881,,190000,5,2,5,2,1,2,5
8882,,190001,4,2,4,2,2,1,1
8883,,190002,3,2,3,1,3,1,4
8884,,191000,2,1,2,1,4,1,2
8885,,191001,1,2,1,2,5,2,3
8886,,191002,5,2,5,2,1,1,5
8887,,190000,4,2,4,1,2,1,1
8888,,190001,3,1,3,1,3,1,4
8889,,190002,2,2,2,2,4,2,2
8890,,191000,1,2,1,2,5,1,3
8891,,191001,5,2,5,1,1,1,5
8892,,191002,4,1,4,1,2,1,1
8893,,190000,3,2,3,2,3,2,4
8894,,190001,2,2,2,2,4,1,2
8895,,190002,1,2,1,1,5,1,3
8896,,191000,5,1,5,1,1,1,5
8897,,191001,4,2,4,2,2,2,1
8898,,191002,3,2,3,2,3,1,4
8899,,190000,2,2,2,1,4,1,2
8900,,190001,1,1,1,1,5,1,3
8901,,190002,5,2,5,2,1,2,5
8902,,191000,4,2,4,2,2,1,1
8903,,191001,3,2,3,1,3,1,4
8904,,191002,2,1,2,1,4,1,2
8905,,190000,1,2,1,2,5,2,3
8906,,190001,5,2,5,2,1,1,5
8907,,190002,4,2,4,1,2,1,1
8908,,191000,3,1,3,1,3,1,4
8909,,191001,2,2,2,2,4,2,2
8910,,191002,1,2,1,2,5,1,3
8911,,190000,5,2,5,1,1,1,5
8912,,190001,4,1,4,1,2,1,1
8913,,190002,3,2,3,2,3,2,4
8914,,191000,2,2,2,2,4,1,2
8915,,191001,1,2,1,1,5,1,3
8916,,191002,5,1,5,1,1,1,5
8917,,190000,4,2,4,2,2,2,1
8918,,190001,3,2,3,2,3,1,4
8919,,190002,2,2,2,1,4,1,2
8920,,191000,1,1,1,1,5,1,3
8921,,191001,5,2,5,2,1,2,5
8922,,191002,4,2,4,2,2,1,1
8923,,190000,3,2,3,1,3,1,4
8924,,190001,2,1,2,1,4,1,2
8925,,190002,1,2,1,2,5,2,3
8926,,191000,5,2,5,2,1,1,5
8927,,191001,4,2,4,1,2,1,1
8928,,191002,3,1,3,1,3,1,4
8929,,190000,2,2,2,2,4,2,2
8930,,190001,1,2,1,2,5,1,3
8931,,190002,5,2,5,1,1,1,5
8932,,191000,4,1,4,1,2,1,1
8933,,191001,3,2,3,2,3,2,4
8934,,191002,2,2,2,2,4,1,2
8935,,190000,1,2,1,1,5,1,3
8936,,190001,5,1,5,1,1,1,5
8937,,190002,4,2,4,2,2,2,1
8938,,191000,3,2,3,2,3,1,4
8939,,191001,2,2,2,1,4,1,2
8940,,191002,1,1,1,1,5,1,3
8941,,190000,5,2,5,2,1,2,5
8942,,190001,4,2,4,2,2,1,1
8943,,190002,3,2,3,1,3,1,4
8944,,191000,2,1,2,1,4,1,2
8945,,191001,1,2,1,2,5,2,3
8946,,191002,5,2,5,2,1,1,5
8947,,190000,4,2,4,1,2,1,1
8948,,190001,3,1,3,1,3,1,4
8949,,190002,2,2,2,2,4,2,2
8950,,191000,1,2,1,2,5,1,3
8951,,191001,5,2,5,1,1,1,5
8952,,191002,4,1,4,1,2,1,1
8953,,190000,3,2,3,2,3,2,4
8954,,190001,2,2,2,2,4,1,2
8955,,190002,1,2,1,1,5,1,3
8956,,191000,5,1,5,1,1,1,5
