INDEX,NAME,TXT,DESCRIBE,PET_TYPE,FIRST_SHOW,RENDER_TYPE,CLASS,INFO,MODEL,POS_Y,ROTATION_Y,HEAD_ATLAS_NAME,HEAD_SPRITE_NAME,IS_TUJIAN_SHOW,SCALE,UI_SCALE,STAR_LEVEL,APTITUDE_LEVEL,ELEMENT_INDEX,MOVE_SPEED,LOOKBOUND,AI_TIME,SKILL_COOLDOWN,ATTACK_SKILL,BASE_ATTACK,ADD_ATTACK,BASE_BREAK_ATTACK,BREAK_ATTACK,BASE_HP,ADD_HP,BASE_BREAK_HP,BREAK_HP,BASE_MP,ADD_MP,BASE_BREAK_MP,BREAK_MP,BASE_PHYSICAL_DEFENCE,ADD_PHYSICAL_DEFENCE,BASE_BREAK_PHYSICAL_DEFENCE,BREAK_PHYSICAL_DEFENCE,BASE_MAGIC_DEFENCE,ADD_MAGIC_DEFENCE,BASE_BREAK_MAGIC_DEFENCE,BREAK_MAGIC_DEFENCE,HIT,DODGE,CRITICAL_STRIKE,CRITICAL_DERATE,ATTACK_DAMAGE,MITIGATIONG,PET_SKILL_1,PET_SKILL_2,PET_SKILL_3,PET_SKILL_4,SKILL_ACTIVE_LEVEL_1,SKILL_ACTIVE_LEVEL_2,SKILL_ACTIVE_LEVEL_3,SKILL_ACTIVE_LEVEL_4,SKILL_DESCRIPTOR,DROP_EXP,MODEL_2,MAXMANA,MATTACK_DAMAGE,SKILL,EFFECT,UI_EFFECT,SKILLPOINTS,MAX_LEVEL,MAX_LEVEL_BREAK,MAX_STRENGTH,EXP_MULRIPLE,EXP_ELEMENT_MULRIPLE,SUMMON_TIME,ACTIVE_TIME,PUNISH_TIME,LEVEL_BERAK_FLAG,ATTACK_TYPE,BASE_MAGIC_DEF,ADD_MAGIC_DEF,RELATE_ID_1,RELATE_ID_2,RELATE_ID_3,RELATE_ID_4,RELATE_ID_5,RELATE_ID_6,RELATE_ID_7,RELATE_ID_8,RELATE_ID_9,RELATE_ID_10,RELATE_ID_11,RELATE_ID_12,RELATE_ID_13,RELATE_ID_14,RELATE_ID_15,SELL_PRICE,AUTO_HP,AUTO_MP,CRITICAL_STRIKE_DAMAGE,CRITICAL_DAMAGE_DERATE,CHARM_DEF,FEAR_DEF,FREEZE_DEF,STUN_DEF,BEATBACK_DEF,KNOCKDOWN_DEF,GREEN_REDUCTION,RED_REDUCTION,BLUE_REDUCTION,SHADOW_REDUCTION,GOLD_REDUCTION,DROP_HP_MAX_NUM,DROP_HP,DROP_MP_MAX_NUM,DROP_MP,ATTACKSPEED,ATTACK_STATE_1,ATTACK_STATE_2,ATTACK_STATE_3,AFFECT_BUFFER_1,AFFECT_BUFFER_2,AFFECT_BUFFER_3,GROUP_ID,EVOLUTION_ID,EVOLUTION_GET,STORE_GET
30656,雷震童子,雷震童子,生于电闪雷鸣中的霹雳妖怪，是年过万岁的大龄伪萝莉。,2,1,0,PET,5星阳,11104,0.3,0,AvatarAtlas,icon_lightningmaster_5_yang,0,0.9,0.9,5,14,3,5.4,11,0.05,1.6,400090,2300,0,0,0,21362,0,0,0,0,0,0,0,760,0,0,0,761,0,0,0,11000,0,0,0,0,0,101104,102104,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30657,雷震童子,雷震童子,生于电闪雷鸣中的霹雳妖怪，是年过万岁的大龄伪萝莉。,2,1,0,PET,5星阳,11104,0.3,0,AvatarAtlas,icon_lightningmaster_5_yang,0,0.9,0.9,5,14,3,5.4,11,0.05,1.6,400090,3585,0,0,0,34889,0,0,0,0,0,0,0,970,0,0,0,940,0,0,0,11000,0,0,0,0,0,101104,102104,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30658,猫天师,猫天师,顿悟世间万事的猫妖，云游世间，看尽红尘云卷。,3,1,0,PET,5星阳,11105,0,0,AvatarAtlas,icon_catimp_5_huo,0,0.9,0.9,5,14,0,5.1,11,0.05,1.6,400091,558,0,0,0,8436,0,0,0,0,0,0,0,310,0,0,0,292,0,0,0,11000,0,0,0,0,0,101105,102105,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30659,猫天师,猫天师,顿悟世间万事的猫妖，云游世间，看尽红尘云卷。,3,1,0,PET,5星阳,11105,0,0,AvatarAtlas,icon_catimp_5_huo,0,0.9,0.9,5,14,0,5.1,11,0.05,1.6,400091,713,0,0,0,10692,0,0,0,0,0,0,0,408,0,0,0,400,0,0,0,11000,0,0,0,0,0,101105,102105,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30660,猫天师,猫天师,顿悟世间万事的猫妖，云游世间，看尽红尘云卷。,3,1,0,PET,5星阳,11105,0,0,AvatarAtlas,icon_catimp_5_huo,0,0.9,0.9,5,14,0,5.1,11,0.05,1.6,400091,867,0,0,0,12948,0,0,0,0,0,0,0,506,0,0,0,507,0,0,0,11000,0,0,0,0,0,101105,102105,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30661,猫天师,猫天师,顿悟世间万事的猫妖，云游世间，看尽红尘云卷。,3,1,0,PET,5星阳,11105,0,0,AvatarAtlas,icon_catimp_5_huo,0,0.9,0.9,5,14,0,5.1,11,0.05,1.6,400091,1056,0,0,0,18274,0,0,0,0,0,0,0,575,0,0,0,576,0,0,0,11000,0,0,0,0,0,101105,102105,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30662,猫天师,猫天师,顿悟世间万事的猫妖，云游世间，看尽红尘云卷。,3,1,0,PET,5星阳,11105,0,0,AvatarAtlas,icon_catimp_5_huo,0,0.9,0.9,5,14,0,5.1,11,0.05,1.6,400091,1259,0,0,0,24044,0,0,0,0,0,0,0,643,0,0,0,644,0,0,0,11000,0,0,0,0,0,101105,102105,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30663,猫天师,猫天师,顿悟世间万事的猫妖，云游世间，看尽红尘云卷。,3,1,0,PET,5星阳,11105,0,0,AvatarAtlas,icon_catimp_5_huo,0,0.9,0.9,5,14,0,5.1,11,0.05,1.6,400091,1675,0,0,0,28078,0,0,0,0,0,0,0,583,0,0,0,584,0,0,0,11000,0,0,0,0,0,101105,102105,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30664,猫天师,猫天师,顿悟世间万事的猫妖，云游世间，看尽红尘云卷。,3,1,0,PET,5星阳,11105,0,0,AvatarAtlas,icon_catimp_5_huo,0,0.9,0.9,5,14,0,5.1,11,0.05,1.6,400091,1736,0,0,0,26962,0,0,0,0,0,0,0,741,0,0,0,586,0,0,0,11000,0,0,0,0,0,101105,102105,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30665,猫天师,猫天师,顿悟世间万事的猫妖，云游世间，看尽红尘云卷。,3,1,0,PET,5星阳,11105,0,0,AvatarAtlas,icon_catimp_5_huo,0,0.9,0.9,5,14,0,5.1,11,0.05,1.6,400091,2272,0,0,0,34704,0,0,0,0,0,0,0,855,0,0,0,668,0,0,0,11000,0,0,0,0,0,101105,102105,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30666,猫天师,猫天师,顿悟世间万事的猫妖，云游世间，看尽红尘云卷。,3,1,0,PET,5星阳,11105,0,0,AvatarAtlas,icon_catimp_5_huo,0,0.9,0.9,5,14,0,5.1,11,0.05,1.6,400091,2788,0,0,0,42804,0,0,0,0,0,0,0,950,0,0,0,714,0,0,0,11000,0,0,0,0,0,101105,102105,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30667,瞑木玄武,瞑木玄武,无根水畔神木下生有一龟，万年长眠，灵气滋养，终修成妖。,1,0,0,PET,5星阴,11106,0,0,AvatarAtlas,icon_blackturtle_5_yin,0,0.9,0.9,5,14,4,5.4,11,0.2,1,400092,819,0,0,0,9738,0,0,0,0,0,0,0,354,0,0,0,335,0,0,0,11000,0,0,0,0,0,101106,102106,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30668,瞑木玄武,瞑木玄武,无根水畔神木下生有一龟，万年长眠，灵气滋养，终修成妖。,1,0,0,PET,5星阴,11106,0,0,AvatarAtlas,icon_blackturtle_5_yin,0,0.9,0.9,5,14,4,5.4,11,0.2,1,400092,1095,0,0,0,13513,0,0,0,0,0,0,0,515,0,0,0,506,0,0,0,11000,0,0,0,0,0,101106,102106,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30669,瞑木玄武,瞑木玄武,无根水畔神木下生有一龟，万年长眠，灵气滋养，终修成妖。,1,0,0,PET,5星阴,11106,0,0,AvatarAtlas,icon_blackturtle_5_yin,0,0.9,0.9,5,14,4,5.4,11,0.2,1,400092,1370,0,0,0,17288,0,0,0,0,0,0,0,676,0,0,0,677,0,0,0,11000,0,0,0,0,0,101106,102106,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30670,瞑木玄武,瞑木玄武,无根水畔神木下生有一龟，万年长眠，灵气滋养，终修成妖。,1,0,0,PET,5星阴,11106,0,0,AvatarAtlas,icon_blackturtle_5_yin,0,0.9,0.9,5,14,4,5.4,11,0.2,1,400092,1708,0,0,0,19812,0,0,0,0,0,0,0,738,0,0,0,739,0,0,0,11000,0,0,0,0,0,101106,102106,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30671,瞑木玄武,瞑木玄武,无根水畔神木下生有一龟，万年长眠，灵气滋养，终修成妖。,1,0,0,PET,5星阴,11106,0,0,AvatarAtlas,icon_blackturtle_5_yin,0,0.9,0.9,5,14,4,5.4,11,0.2,1,400092,2072,0,0,0,22493,0,0,0,0,0,0,0,799,0,0,0,800,0,0,0,11000,0,0,0,0,0,101106,102106,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30672,瞑木玄武,瞑木玄武,无根水畔神木下生有一龟，万年长眠，灵气滋养，终修成妖。,1,0,0,PET,5星阴,11106,0,0,AvatarAtlas,icon_blackturtle_5_yin,0,0.9,0.9,5,14,4,5.4,11,0.2,1,400092,2239,0,0,0,21278,0,0,0,0,0,0,0,756,0,0,0,757,0,0,0,11000,0,0,0,0,0,101106,102106,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30673,瞑木玄武,瞑木玄武,无根水畔神木下生有一龟，万年长眠，灵气滋养，终修成妖。,1,0,0,PET,5星阴,11106,0,0,AvatarAtlas,icon_blackturtle_5_yin,0,0.9,0.9,5,14,4,5.4,11,0.2,1,400092,2300,0,0,0,21362,0,0,0,0,0,0,0,760,0,0,0,761,0,0,0,11000,0,0,0,0,0,101106,102106,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30674,瞑木玄武,瞑木玄武,无根水畔神木下生有一龟，万年长眠，灵气滋养，终修成妖。,1,0,0,PET,5星阴,11106,0,0,AvatarAtlas,icon_blackturtle_5_yin,0,0.9,0.9,5,14,4,5.4,11,0.2,1,400092,2930,0,0,0,28170,0,0,0,0,0,0,0,874,0,0,0,875,0,0,0,11000,0,0,0,0,0,101106,102106,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30675,六根道人,六根道人,持木扇点江山的得道老道人，虽不常在世间走动，但世间却留下了他的传说。,2,1,0,PET,5星木,11107,0.4,0,AvatarAtlas,icon_windmaster_5_mu,0,1,1,5,14,2,5.4,11,0.05,1,400093,819,0,0,0,9738,0,0,0,0,0,0,0,354,0,0,0,335,0,0,0,11000,0,0,0,0,0,101107,102107,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30676,六根道人,六根道人,持木扇点江山的得道老道人，虽不常在世间走动，但世间却留下了他的传说。,2,1,0,PET,5星木,11107,0.4,0,AvatarAtlas,icon_windmaster_5_mu,0,1,1,5,14,2,5.4,11,0.05,1,400093,1095,0,0,0,13513,0,0,0,0,0,0,0,515,0,0,0,506,0,0,0,11000,0,0,0,0,0,101107,102107,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30677,六根道人,六根道人,持木扇点江山的得道老道人，虽不常在世间走动，但世间却留下了他的传说。,2,1,0,PET,5星木,11107,0.4,0,AvatarAtlas,icon_windmaster_5_mu,0,1,1,5,14,2,5.4,11,0.05,1,400093,1370,0,0,0,17288,0,0,0,0,0,0,0,676,0,0,0,677,0,0,0,11000,0,0,0,0,0,101107,102107,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30678,六根道人,六根道人,持木扇点江山的得道老道人，虽不常在世间走动，但世间却留下了他的传说。,2,1,0,PET,5星木,11107,0.4,0,AvatarAtlas,icon_windmaster_5_mu,0,1,1,5,14,2,5.4,11,0.05,1,400093,1708,0,0,0,19812,0,0,0,0,0,0,0,738,0,0,0,739,0,0,0,11000,0,0,0,0,0,101107,102107,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30679,六根道人,六根道人,持木扇点江山的得道老道人，虽不常在世间走动，但世间却留下了他的传说。,2,1,0,PET,5星木,11107,0.4,0,AvatarAtlas,icon_windmaster_5_mu,0,1,1,5,14,2,5.4,11,0.05,1,400093,2072,0,0,0,22493,0,0,0,0,0,0,0,799,0,0,0,800,0,0,0,11000,0,0,0,0,0,101107,102107,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30680,六根道人,六根道人,持木扇点江山的得道老道人，虽不常在世间走动，但世间却留下了他的传说。,2,1,0,PET,5星木,11107,0.4,0,AvatarAtlas,icon_windmaster_5_mu,0,1,1,5,14,2,5.4,11,0.05,1,400093,2239,0,0,0,21278,0,0,0,0,0,0,0,756,0,0,0,757,0,0,0,11000,0,0,0,0,0,101107,102107,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30681,六根道人,六根道人,持木扇点江山的得道老道人，虽不常在世间走动，但世间却留下了他的传说。,2,1,0,PET,5星木,11107,0.4,0,AvatarAtlas,icon_windmaster_5_mu,0,1,1,5,14,2,5.4,11,0.05,1,400093,2300,0,0,0,21362,0,0,0,0,0,0,0,760,0,0,0,761,0,0,0,11000,0,0,0,0,0,101107,102107,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30682,六根道人,六根道人,持木扇点江山的得道老道人，虽不常在世间走动，但世间却留下了他的传说。,2,1,0,PET,5星木,11107,0.4,0,AvatarAtlas,icon_windmaster_5_mu,0,1,1,5,14,2,5.4,11,0.05,1,400093,2930,0,0,0,28170,0,0,0,0,0,0,0,874,0,0,0,875,0,0,0,11000,0,0,0,0,0,101107,102107,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30683,六根道人,六根道人,持木扇点江山的得道老道人，虽不常在世间走动，但世间却留下了他的传说。,2,1,0,PET,5星木,11107,0.4,0,AvatarAtlas,icon_windmaster_5_mu,0,1,1,5,14,2,5.4,11,0.05,1,400093,3585,0,0,0,34889,0,0,0,0,0,0,0,970,0,0,0,940,0,0,0,11000,0,0,0,0,0,101107,102107,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30684,神火兽,神火兽,相传它将火种从天界偷出，送给了人族。,2,0,0,PET,5星火,11108,0,0,AvatarAtlas,icon_shenhuoshou_5_huo,0,0.9,0.9,5,14,0,5.4,11,0.05,0.7,400096,1708,0,0,0,19812,0,0,0,0,0,0,0,738,0,0,0,739,0,0,0,11000,0,0,0,0,0,101108,102108,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30685,神火兽,神火兽,相传它将火种从天界偷出，送给了人族。,2,0,0,PET,5星火,11108,0,0,AvatarAtlas,icon_shenhuoshou_5_huo,0,0.9,0.9,5,14,0,5.4,11,0.05,0.7,400096,2072,0,0,0,22493,0,0,0,0,0,0,0,799,0,0,0,800,0,0,0,11000,0,0,0,0,0,101108,102108,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30686,神火兽,神火兽,相传它将火种从天界偷出，送给了人族。,2,0,0,PET,5星火,11108,0,0,AvatarAtlas,icon_shenhuoshou_5_huo,0,0.9,0.9,5,14,0,5.4,11,0.05,0.7,400096,2239,0,0,0,21278,0,0,0,0,0,0,0,756,0,0,0,757,0,0,0,11000,0,0,0,0,0,101108,102108,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30687,神火兽,神火兽,相传它将火种从天界偷出，送给了人族。,2,0,0,PET,5星火,11108,0,0,AvatarAtlas,icon_shenhuoshou_5_huo,0,0.9,0.9,5,14,0,5.4,11,0.05,0.7,400096,2300,0,0,0,21362,0,0,0,0,0,0,0,760,0,0,0,761,0,0,0,11000,0,0,0,0,0,101108,102108,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30688,神火兽,神火兽,相传它将火种从天界偷出，送给了人族。,2,0,0,PET,5星火,11108,0,0,AvatarAtlas,icon_shenhuoshou_5_huo,0,0.9,0.9,5,14,0,5.4,11,0.05,0.7,400096,2930,0,0,0,28170,0,0,0,0,0,0,0,874,0,0,0,875,0,0,0,11000,0,0,0,0,0,101108,102108,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30689,古木山精,古木山精,守护山川河流的山神精灵。,3,1,0,PET,5星木,11110,0,35,AvatarAtlas,icon_shujingling_5_mu,0,1,1,5,14,2,5.1,11,0.05,1,400098,558,0,0,0,8436,0,0,0,0,0,0,0,310,0,0,0,292,0,0,0,11000,0,0,0,0,0,101110,102110,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30690,古木山精,古木山精,守护山川河流的山神精灵。,3,1,0,PET,5星木,11110,0,35,AvatarAtlas,icon_shujingling_5_mu,0,1,1,5,14,2,5.1,11,0.05,1,400098,713,0,0,0,10692,0,0,0,0,0,0,0,408,0,0,0,400,0,0,0,11000,0,0,0,0,0,101110,102110,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30691,古木山精,古木山精,守护山川河流的山神精灵。,3,1,0,PET,5星木,11110,0,35,AvatarAtlas,icon_shujingling_5_mu,0,1,1,5,14,2,5.1,11,0.05,1,400098,867,0,0,0,12948,0,0,0,0,0,0,0,506,0,0,0,507,0,0,0,11000,0,0,0,0,0,101110,102110,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
30692,古木山精,古木山精,守护山川河流的山神精灵。,3,1,0,PET,5星木,11110,0,35,AvatarAtlas,icon_shujingling_5_mu,0,1,1,5,14,2,5.1,11,0.05,1,400098,1056,0,0,0,18274,0,0,0,0,0,0,0,575,0,0,0,576,0,0,0,11000,0,0,0,0,0,101110,102110,0,0,0,0,0,0,0,0,monster_devil,200,0,0,0,0,0,120,15,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000002#3000,0,2,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,10,0,0,0,0,0,0,0,0,0,0,0
