INDEX,TYPE,DIFFICULTY,NAME,DESC,SCENE_NAME,ROLE_BIRTH_POINT,MODEL_COLOR,BACK_MUSIC,MUSIC_VOLUME,START_SOUND,WIN_SOUND,LOST_SOUND,BOSS_SOUND,START_X,START_Z,END_X,END_Z,MINIMAP_TEXTURE,MINIMAP_TEXTURE_W,MINIMAP_TEXTURE_H,STAGENUMBER,DROP_FRIST,DROPGROUPID,GROUP_PLOT,LOOT_PREVEIW,DROPMIN,DROPMAX,FRONT_INDEX,FRONT_INDEX_1,FRONT_INDEX_2,AFTER_INDEX_1,AFTER_INDEX_2,DIALOG,CHECK_TIME,CHECK_BATTLE,RENFERENCE_BATTLE,BOSS_ACTIVE_RATE,HEADICON,BOSS_MONEY,ADDSTAR_0,ADDSTAR_1,ADDSTAR_2,CHALLENGE_NUM,SWEEP_TIME,CAMERA_PATH,DRAMA_PARAM,STAGE_TIME,AWARD_TYPE_1,AWARD_1,AWARD_TYPE_2,AWARD_2,AWARD_TYPE_3,AWARD_3,KEEPLINE,MONSTER_MONEY,MONSTER_EXP,BOSS_EXP,MONSTER_COUNT,DIFFICULT,STATUS,OPENTIME,OPENDAY,OPENMONTH,STAGELIMIT,EVENT_OPEN_COST,EVENT_EXTRA_COST,STAGE_TYPE,DESC_MJ,PLAYER_EXP,EXP_TIME,NEED_BATTLE,DIFFICULTY_NUM,ROLE_BIRTH_DIRECTION
22388,3,3,水之境,古墓暗灵在的深处静静的观察着你的一举一动！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,39-8,,0,0,0,2,3,22387,22387,0,22389,0,0,3,6500,7180000,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,151,31,357,25,1,2,0,0,0,0,0,0,3,0,15,3,7180000,0,0
22389,3,3,水之境,古墓暗灵在守护着，击败他离获得[ff9900]星相石碎片[ffffff]又近了一步,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,39-9,,0,0,0,2,3,22388,22388,0,22390,0,0,3,6500,7214800,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,155,35,368,25,1,2,0,0,0,0,0,0,3,0,15,3,7214800,0,0
22390,3,3,水之境,古墓暗灵在中等待着你的到来，击杀他，获得更多的[ff9900]星相石碎片[ffffff]！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,39-10,2000012#1,0,0,0,2,3,22389,22389,0,22391,0,0,3,6500,7249600,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,165,41,390,25,1,2,0,0,0,0,0,0,3,0,15,3,7249600,0,0
22391,3,3,阳之境,古墓暗灵在埋伏了不少妖魔，做好准备击败他吧！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,40-1,,0,0,0,2,3,22390,22390,0,22392,0,0,3,6500,7284400,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,155,39,371,25,1,4,0,0,0,0,0,0,3,0,15,3,7284400,0,0
22392,3,3,阳之境,古墓暗灵在中已经饥饿难耐！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,40-2,,0,0,0,2,3,22391,22391,0,22393,0,0,3,6500,7319200,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,160,40,380,25,1,4,0,0,0,0,0,0,3,0,15,3,7319200,0,0
22393,3,3,阳之境,古墓暗灵在里已经做好了准备，就等你自投罗网了！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,40-3,,0,0,0,2,3,22392,22392,0,22394,0,0,3,6500,7354000,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,165,39,390,25,1,4,0,0,0,0,0,0,3,0,15,3,7354000,0,0
22394,3,3,阳之境,古墓暗灵在里已经做好了准备，就等你自投罗网了！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,40-4,,0,0,0,2,3,22393,22393,0,22395,0,0,3,6500,7388800,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,165,39,390,25,1,4,0,0,0,0,0,0,3,0,15,3,7388800,0,0
22395,3,3,阳之境,古墓暗灵在中的某个角落中准备将你一击致命！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,40-5,,0,0,0,2,3,22394,22394,0,22396,0,0,3,6500,7423600,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,165,41,390,25,1,4,0,0,0,0,0,0,3,0,15,3,7423600,0,0
22396,3,3,阴之境,古墓暗灵在埋伏了不少妖魔，做好准备击败他吧！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,40-6,,0,0,0,2,3,22395,22395,0,22397,0,0,3,6500,7458400,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,165,39,390,25,1,3,0,0,0,0,0,0,3,0,15,3,7458400,0,0
22397,3,3,阴之境,古墓暗灵在里已经做好了准备，就等你自投罗网了！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,40-7,,0,0,0,2,3,22396,22396,0,22398,0,0,3,6500,7493200,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,176,46,437,25,1,3,0,0,0,0,0,0,3,0,15,3,7493200,0,0
22398,3,3,阴之境,古墓暗灵在中潜伏着，快去寻找他吧！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,40-8,,0,0,0,2,3,22397,22397,0,22399,0,0,3,6500,7528000,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,181,45,450,25,1,3,0,0,0,0,0,0,3,0,15,3,7528000,0,0
22399,3,3,阴之境,古墓暗灵在守护着，击败他离获得[ff9900]星相石碎片[ffffff]又近了一步,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,40-9,,0,0,0,2,3,22398,22398,0,22400,0,0,3,6500,7562800,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,187,47,470,25,1,3,0,0,0,0,0,0,3,0,15,3,7562800,0,0
22400,3,3,阴之境,古墓暗灵在中等待着你的到来，击杀他，获得更多的[ff9900]星相石碎片[ffffff]！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,40-10,2000012#1,0,0,0,2,3,22399,22399,0,22401,0,0,3,6500,7597600,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,198,49,490,25,1,3,0,0,0,0,0,0,3,0,15,3,7597600,0,0
22401,3,3,木之境,古墓暗灵在疯狂地寻找着猎物，你可要当心了！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,41-1,,0,0,0,2,3,22400,22400,0,22402,0,0,3,6500,7632400,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,93,25,188,25,1,0,0,0,0,0,0,0,3,0,15,3,7632400,0,0
22402,3,3,木之境,古墓暗灵在疯狂地寻找着猎物，你可要当心了！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,41-2,,0,0,0,2,3,22401,22401,0,22403,0,0,3,6500,7667200,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,95,26,195,25,1,0,0,0,0,0,0,0,3,0,15,3,7667200,0,0
22403,3,3,木之境,古墓暗灵在里已经做好了准备，就等你自投罗网了！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,41-3,,0,0,0,2,3,22402,22402,0,22404,0,0,3,6500,7702000,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,138,40,300,25,1,0,0,0,0,0,0,0,3,0,15,3,7702000,0,0
22404,3,3,木之境,古墓暗灵在疯狂地寻找着猎物，你可要当心了！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,41-4,,0,0,0,2,3,22403,22403,0,22405,0,0,3,6500,7736800,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,142,39,312,25,1,0,0,0,0,0,0,0,3,0,15,3,7736800,0,0
22405,3,3,木之境,古墓暗灵在里已经做好了准备，就等你自投罗网了！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,41-5,,0,0,0,2,3,22404,22404,0,22406,0,0,3,6500,7771600,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,155,40,340,25,1,0,0,0,0,0,0,0,3,0,15,3,7771600,0,0
22406,3,3,火之境,古墓暗灵在埋伏了不少妖魔，做好准备击败他吧！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,41-6,,0,0,0,2,3,22405,22405,0,22407,0,0,3,6500,7806400,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,93,25,188,25,1,1,0,0,0,0,0,0,3,0,15,3,7806400,0,0
22407,3,3,火之境,古墓暗灵在中的某个角落中准备将你一击致命！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,41-7,,0,0,0,2,3,22406,22406,0,22408,0,0,3,6500,7841200,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,95,24,192,25,1,1,0,0,0,0,0,0,3,0,15,3,7841200,0,0
22408,3,3,火之境,古墓暗灵在里已经做好了准备，就等你自投罗网了！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,41-8,,0,0,0,2,3,22407,22407,0,22409,0,0,3,6500,7876000,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,138,30,300,25,1,1,0,0,0,0,0,0,3,0,15,3,7876000,0,0
22409,3,3,火之境,古墓暗灵在守护着，击败他离获得[ff9900]星相石碎片[ffffff]又近了一步,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,41-9,,0,0,0,2,3,22408,22408,0,22410,0,0,3,6500,7910800,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,142,39,312,25,1,1,0,0,0,0,0,0,3,0,15,3,7910800,0,0
22410,3,3,火之境,古墓暗灵在中等待着你的到来，击杀他，获得更多的[ff9900]星相石碎片[ffffff]！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,41-10,2000012#1,0,0,0,2,3,22409,22409,0,22411,0,0,3,6500,7945600,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,155,32,336,25,1,1,0,0,0,0,0,0,3,0,15,3,7945600,0,0
22411,3,3,水之境,古墓暗灵在中潜伏着，快去寻找他吧！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,42-1,,0,0,0,2,3,22410,22410,0,22412,0,0,3,6500,7980400,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,98,20,200,25,1,2,0,0,0,0,0,0,3,0,15,3,7980400,0,0
22412,3,3,水之境,古墓暗灵在埋伏了不少妖魔，做好准备击败他吧！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,42-2,,0,0,0,2,3,22411,22411,0,22413,0,0,3,6500,8015200,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,138,32,304,25,1,2,0,0,0,0,0,0,3,0,15,3,8015200,0,0
22413,3,3,水之境,古墓暗灵在里已经做好了准备，就等你自投罗网了！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,42-3,,0,0,0,2,3,22412,22412,0,22414,0,0,3,6500,8050000,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,142,39,312,25,1,2,0,0,0,0,0,0,3,0,15,3,8050000,0,0
22414,3,3,水之境,古墓暗灵在中的某个角落中准备将你一击致命！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,42-4,,0,0,0,2,3,22413,22413,0,22415,0,0,3,6500,8084800,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,146,32,320,25,1,2,0,0,0,0,0,0,3,0,15,3,8084800,0,0
22415,3,3,水之境,古墓暗灵在埋伏了不少妖魔，做好准备击败他吧！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/blue_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,42-5,,0,0,0,2,3,22414,22414,0,22416,0,0,3,6500,8119600,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,155,36,342,25,1,2,0,0,0,0,0,0,3,0,15,3,8119600,0,0
22416,3,3,阳之境,古墓暗灵在埋伏了不少妖魔，做好准备击败他吧！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,42-6,,0,0,0,2,3,22415,22415,0,22417,0,0,3,6500,8154400,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,146,45,315,25,1,4,0,0,0,0,0,0,3,0,15,3,8154400,0,0
22417,3,3,阳之境,古墓暗灵在中的某个角落中准备将你一击致命！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,42-7,,0,0,0,2,3,22416,22416,0,22418,0,0,3,6500,8189200,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,150,44,330,25,1,4,0,0,0,0,0,0,3,0,15,3,8189200,0,0
22418,3,3,阳之境,古墓暗灵在中的某个角落中准备将你一击致命！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,42-8,,0,0,0,2,3,22417,22417,0,22419,0,0,3,6500,8224000,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,155,34,340,25,1,4,0,0,0,0,0,0,3,0,15,3,8224000,0,0
22419,3,3,阳之境,古墓暗灵在守护着，击败他离获得[ff9900]星相石碎片[ffffff]又近了一步,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,42-9,,0,0,0,2,3,22418,22418,0,22420,0,0,3,6500,8258800,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,146,32,352,25,1,4,0,0,0,0,0,0,3,0,15,3,8258800,0,0
22420,3,3,阳之境,古墓暗灵在中等待着你的到来，击杀他，获得更多的[ff9900]星相石碎片[ffffff]！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/light_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,42-10,2000012#1,0,0,0,2,3,22419,22419,0,22421,0,0,3,6500,8293600,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,155,37,370,25,1,4,0,0,0,0,0,0,3,0,15,3,8293600,0,0
22421,3,3,阴之境,古墓暗灵在中已经饥饿难耐！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,43-1,,0,0,0,2,3,22420,22420,0,22422,0,0,3,6500,8328400,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,155,34,340,25,1,3,0,0,0,0,0,0,3,0,15,3,8328400,0,0
22422,3,3,阴之境,古墓暗灵在的深处静静的观察着你的一举一动！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,43-2,,0,0,0,2,3,22421,22421,0,22423,0,0,3,6500,8363200,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,146,33,347,25,1,3,0,0,0,0,0,0,3,0,15,3,8363200,0,0
22423,3,3,阴之境,古墓暗灵在里已经做好了准备，就等你自投罗网了！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,43-3,,0,0,0,2,3,22422,22422,0,22424,0,0,3,6500,8398000,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,151,51,357,25,1,3,0,0,0,0,0,0,3,0,15,3,8398000,0,0
22424,3,3,阴之境,古墓暗灵在埋伏了不少妖魔，做好准备击败他吧！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,43-4,,0,0,0,2,3,22423,22423,0,22425,0,0,3,6500,8432800,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,155,39,371,25,1,3,0,0,0,0,0,0,3,0,15,3,8432800,0,0
22425,3,3,阴之境,古墓暗灵在埋伏了不少妖魔，做好准备击败他吧！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,43-5,,0,0,0,2,3,22424,22424,0,22426,0,0,3,6500,8467600,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,165,37,389,25,1,3,0,0,0,0,0,0,3,0,15,3,8467600,0,0
22426,3,3,木之境,古墓暗灵在埋伏了不少妖魔，做好准备击败他吧！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,43-6,,0,0,0,2,3,22425,22425,0,22427,0,0,3,6500,8502400,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,146,30,315,25,1,0,0,0,0,0,0,0,3,0,15,3,8502400,0,0
22427,3,3,木之境,古墓暗灵在中的某个角落中准备将你一击致命！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,43-7,,0,0,0,2,3,22426,22426,0,22428,0,0,3,6500,8537200,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,150,44,330,25,1,0,0,0,0,0,0,0,3,0,15,3,8537200,0,0
22428,3,3,木之境,古墓暗灵在中已经饥饿难耐！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,43-8,,0,0,0,2,3,22427,22427,0,22429,0,0,3,6500,8572000,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,146,43,344,25,1,0,0,0,0,0,0,0,3,0,15,3,8572000,0,0
22429,3,3,木之境,古墓暗灵在守护着，击败他离获得[ff9900]星相石碎片[ffffff]又近了一步,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,43-9,,0,0,0,2,3,22428,22428,0,22430,0,0,3,6500,8606800,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,151,38,361,25,1,0,0,0,0,0,0,0,3,0,15,3,8606800,0,0
22430,3,3,木之境,古墓暗灵在中等待着你的到来，击杀他，获得更多的[ff9900]星相石碎片[ffffff]！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/shadow_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,43-10,2000012#1,0,0,0,2,3,22429,22429,0,22431,0,0,3,6500,8641600,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,165,37,389,25,1,0,0,0,0,0,0,0,3,0,15,3,8641600,0,0
22431,3,3,火之境,古墓暗灵在疯狂地寻找着猎物，你可要当心了！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,44-1,,0,0,0,2,3,22430,22430,0,22432,0,0,3,6500,8676400,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,146,34,323,25,1,1,0,0,0,0,0,0,3,0,15,3,8676400,0,0
22432,3,3,火之境,古墓暗灵在中的某个角落中准备将你一击致命！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/red_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,44-2,,0,0,0,2,3,22431,22431,0,22433,0,0,3,6500,8711200,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,150,31,326,25,1,1,0,0,0,0,0,0,3,0,15,3,8711200,0,0
22433,3,3,火之境,古墓暗灵在里已经做好了准备，就等你自投罗网了！,thebot_door02,50 0 34,60 130 190 160,Sound/Stage/green_stage_bgm,0.7,0,Sound/new/GK_win,Sound/new/GK_lost,Sound/dub/anjingling_boss_cute,-129.2,-66.1,114.9,71.2,textures/minimap/thebot_door02,1136,639,44-3,,0,0,0,2,3,22432,22432,0,22434,0,0,3,6500,8746000,2000,77347,0,0,7001,7001,1,1,0,,180,0,0,0,0,0,0,1,146,35,350,25,1,1,0,0,0,0,0,0,3,0,15,3,8746000,0,0
