INDEX,NAME,CLASS,INFO,MODEL,RENDER_TYPE,HEAD_ATLAS_NAME,HEAD_SPRITE_NAME,ELEMENT_INDEX,STAR_LEVEL,SCALE,UI_SCALE,MOVE_SPEED,LOOKBOUND,AI_TIME,SKILL_COOLDOWN,ATTACK_SKILL,BASE_ATTACK,BASE_HP,PHYSICAL_DEFENCE,MAGIC_DEFENCE,HIT,DODGE,ATTACKSPEED,CRITICAL_STRIKE,CHARM_DEF,FEAR_DEF,FREEZE_DEF,STUN_DEF,BEATBACK_DEF,KNOCKDOWN_DEF,HIT_RATE,MITIGATIONG,DROP_HP_MAX_NUM,DROP_HP,DROP_MP_MAX_NUM,DROP_MP,PET_SKILL_1,PET_SKILL_2,PET_SKILL_3,PET_SKILL_4,EFFECT,GREEN_REDUCTION,RED_REDUCTION,BLUE_REDUCTION,SHADOW_REDUCTION,GOLD_REDUCTION,DEFENCE_CRITICAL_STRIKE,CRITICAL_STRIKE_DAMAGE,CRITICAL_DAMAGE_DERATE,AUTO_HP,AUTO_MP,ATTACK_STATE_1,ATTACK_STATE_2,ATTACK_STATE_3,AFFECT_BUFFER_1,AFFECT_BUFFER_2,AFFECT_BUFFER_3,BELOW_HP_RATE,HP_SKILL,SKILL,PET_CD_1,PET_CD_2,PET_CD_3,PET_CD_4,FULING_ID
71096,采花大盗,BOSS,3星木,11019,0,AvatarAtlas,icon_flower_3_mu,2,3,1.4,0.9,5.58,11,0.05,1,400010,3615,1549773,0,0,10300,1040,0,1120,0,0,0,0,0,0,3320,3320,1,500,1,30,109053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30019
71097,沸水符人,MONSTER,3星水,11059,0,AvatarAtlas,icon_uncontrolmech_3_shui,1,3,0.8,0.8,5.4,11,0.2,0.8,400024,2904,304017,0,0,10300,1040,0,1120,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30059
71098,雏雀,MONSTER,1星木,11002,0,AvatarAtlas,icon_maque_1_mu,2,1,0.6,0.6,6.3,11,0.2,0.7,400002,3002,228013,0,0,10300,1040,0,1120,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30002
71099,爆木符人,MONSTER,3星木,11060,0,AvatarAtlas,icon_uncontrolmech_3_mu,2,3,0.8,0.8,4.680000000000001,11,0.2,1,400024,2781,400782,0,0,10300,1040,0,1120,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30060
71100,翠翅蝶,BOSS,3星木,11050,0,AvatarAtlas,icon_butterfly_3_mu,2,3,1.2,0.8,5.9399999999999995,11,0.05,1,400021,3590,1603131,0,0,10300,1040,0,1120,0,0,0,0,0,0,3320,3320,1,500,1,30,109050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30050
71101,姬鬼狼蛛,MONSTER,3星火,11073,0,AvatarAtlas,icon_spider_3_huo,0,3,0.9,0.9,4.680000000000001,11,0.2,0.8,400029,2721,576288,0,0,10300,1040,0,1120,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30073
71102,虎力大仙,BOSS,4星火,11079,0,AvatarAtlas,icon_tigerlord_4_huo,0,4,1.5,1,4.680000000000001,11,0.2,1,400041,3332,2305152,0,0,10300,1040,0,1120,0,0,0,0,0,0,3320,3320,1,500,1,30,109079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30079
71103,灼风熊哥,MONSTER,2星火,11041,0,AvatarAtlas,icon_panda_2_huo,0,2,0.9,1,6.3,11,0.05,1.3,400016,0,0,0,0,10300,1040,0,1120,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30041
71104,撒烬鸟,MONSTER,2星火,11014,0,AvatarAtlas,icon_mechbird_2_huo,0,2,1,1,5.58,11,0.05,1,400008,0,0,0,0,10300,1040,0,1120,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30014
71105,光明闪蝶,MONSTER,3星火,11051,0,AvatarAtlas,icon_butterfly_3_huo,0,3,0.8,0.8,6.3,11,0.05,1.3,400021,2719,602416,0,0,10300,1040,0,1120,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30051
71106,揽月猿,BOSS,3星火,11046,0,AvatarAtlas,icon_monkey_3_huo,0,3,1.4,0.9,6.3,11,0.05,1.3,400020,3307,2409666,0,0,10300,1040,0,1120,0,0,0,0,0,0,3320,3320,1,500,1,30,109046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30046
71107,纵火大盗,MONSTER,3星火,11020,0,AvatarAtlas,icon_flower_3_huo,0,3,0.9,0.9,6.3,11,0.05,1,400010,2885,341383,0,0,10300,1040,0,1120,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30020
71108,火机人偶,MONSTER,2星火,11017,0,AvatarAtlas,icon_jiguan_2_huo,0,2,0.7,0.7,5.9399999999999995,11,0.05,0.8,400009,2974,256037,0,0,10300,1040,0,1120,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30017
71109,惹火狐妖,MONSTER,3星火,11056,0,AvatarAtlas,icon_evilfox_3_huo,0,3,0.9,0.9,6.3,11,0.05,0.9,400023,2772,453400,0,0,10300,1040,0,1120,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30056
71110,狂炎木,BOSS,3星火,11066,0,AvatarAtlas,icon_treeman_3_huo,0,3,1.4,0.9,5.58,11,0.2,1,400026,3498,1813600,0,0,10300,1040,0,1120,0,0,0,0,0,0,3320,3320,1,500,1,30,109066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30066
71111,烈碳符人,MONSTER,3星火,11061,0,AvatarAtlas,icon_uncontrolmech_3_huo,0,3,0.8,0.8,6.3,11,0.05,0.9,400024,2778,473187,0,0,10300,1040,0,1120,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30061
71112,三头怪鸟,BOSS,4星火,11085,0,AvatarAtlas,icon_guainia_4_huo,0,4,1.4,0.9,6.3,11,0.05,0.95,400053,3506,1892748,0,0,10300,1040,0,1120,0,0,0,0,0,0,3320,3320,1,500,1,30,109085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30085
71113,纵火大盗,MONSTER,3星火,11020,0,AvatarAtlas,icon_flower_3_huo,0,3,0.9,0.9,6.3,11,0.05,1,400010,2981,687280,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30020
71114,猫天师,BOSS,5星阳,11105,0,AvatarAtlas,icon_catimp_5_huo,3,5,1.4,0.9,6.3,11,0.05,1.6,400091,3645,2749122,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,109105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30105
71115,沸水符人,MONSTER,3星水,11059,0,AvatarAtlas,icon_uncontrolmech_3_shui,1,3,0.8,0.8,5.4,11,0.2,0.8,400024,7090,364213,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30059
71116,松子鼠,MONSTER,1星阴,11004,0,AvatarAtlas,icon_fox_1_yin,4,1,0.9,0.9,5.9399999999999995,11,0.05,1,400004,7962,224131,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30004
71117,灵镜鸟,MONSTER,2星水,11012,0,AvatarAtlas,icon_mechbird_2_shui,1,2,1,1,5.58,11,0.05,1,400008,7962,400235,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30012
71118,江洋大盗,BOSS,3星水,11018,0,AvatarAtlas,icon_flower_3_shui,1,3,1.4,0.9,5.9399999999999995,11,0.05,1,400010,7482,1000587,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,109053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30018
71119,沼泽木,MONSTER,3星水,11064,0,AvatarAtlas,icon_treeman_3_shui,1,3,0.9,0.9,5.4,11,0.2,0.8,400026,7113,366322,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30064
71120,攀树灵狐,MONSTER,2星阴,11007,0,AvatarAtlas,icon_fox_2_yin,4,2,0.9,0.9,5.58,11,0.05,1,400006,7989,225429,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30007
71121,攀枝猿,MONSTER,3星水,11047,0,AvatarAtlas,icon_monkey_3_shui,1,3,0.9,0.9,6.3,11,0.05,1,400020,7113,652135,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30047
71122,双面毒蛛,BOSS,3星水,11071,0,AvatarAtlas,icon_spider_3_shui,1,3,1.4,0.9,4.680000000000001,11,0.2,1,400029,7507,1006381,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,109071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30071
71123,浴雨狐妖,MONSTER,3星水,11054,0,AvatarAtlas,icon_evilfox_3_shui,1,3,0.9,0.9,4.680000000000001,11,0.2,1,400023,8016,809740,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30054
71124,巨钳蟹将,BOSS,4星水,11081,0,AvatarAtlas,icon_juqianxiejiang_4_shui,1,4,1.7,1.1,4.680000000000001,11,0.2,0.8,400045,7532,2024350,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,109081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30081
71125,净水符妖,MONSTER,2星水,11029,0,AvatarAtlas,icon_runeimp_2_shui,1,2,0.6,0.6,5.04,11,0.2,1.5,400003,9015,211737,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30029
71126,碧波蝶,MONSTER,3星水,11049,0,AvatarAtlas,icon_butterfly_3_shui,1,3,0.8,0.8,4.680000000000001,11,0.2,1,400021,10182,130300,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30049
71127,双面毒蛛,MONSTER,3星水,11071,0,AvatarAtlas,icon_spider_3_shui,1,3,0.9,0.9,4.680000000000001,11,0.2,1,400029,10182,276887,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30071
71128,攀枝猿,BOSS,3星水,11047,0,AvatarAtlas,icon_monkey_3_shui,1,3,1.4,0.9,6.3,11,0.05,1,400020,9432,712578,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,109047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30047
71129,泽洛龟,MONSTER,2星水,11033,0,AvatarAtlas,icon_wugui_2_shui,1,2,0.9,0.9,5.04,11,0.2,1.5,400005,9045,212942,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30033
71130,浴雨狐妖,MONSTER,3星水,11054,0,AvatarAtlas,icon_evilfox_3_shui,1,3,0.9,0.9,4.680000000000001,11,0.2,1,400023,10217,131041,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30054
71131,波波雀,MONSTER,2星水,11036,0,AvatarAtlas,icon_maque_2_shui,1,2,0.6,0.6,5.9399999999999995,11,0.05,0.7,400013,10217,278463,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30036
71132,沸水符人,BOSS,3星水,11059,0,AvatarAtlas,icon_uncontrolmech_3_shui,1,3,1.2,0.8,5.4,11,0.2,0.8,400024,9465,716633,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,109059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30059
71133,点赞圣手,MONSTER,3星阳,11044,0,AvatarAtlas,icon_spirit_3_yang,3,3,0.9,0.9,4.680000000000001,11,0.2,1,400017,9076,906009,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30044
71134,向阳菊仙,BOSS,4星阳,11087,0,AvatarAtlas,icon_qiuju_4_yang,3,4,1.7,1.1,5.4,11,0.2,0.8,400059,9497,1441378,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,109087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30087
71135,双尾圣灵,MONSTER,3星阳,11067,0,AvatarAtlas,icon_shuangweiyouhun_3_yang,3,3,1.1,1.1,5.58,11,0.05,1,400027,9107,215352,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30067
71136,戏火小狐,MONSTER,2星火,11008,0,AvatarAtlas,icon_fox_2_huo,0,2,0.9,0.9,6.3,11,0.05,0.95,400006,10288,132524,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30008
71137,点赞圣手,MONSTER,3星阳,11044,0,AvatarAtlas,icon_spirit_3_yang,3,3,0.9,0.9,4.680000000000001,11,0.2,1,400017,9107,455554,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30044
71138,迷踪影狐,BOSS,3星阳,11057,0,AvatarAtlas,icon_evilfox_3_yang,3,3,1.4,0.9,5.4,11,0.2,0.8,400023,9530,724745,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,109057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30057
71139,豁牙小妖,MONSTER,1星阳,11003,0,AvatarAtlas,icon_runeimp_1_yang,3,1,0.6,0.6,5.9399999999999995,11,0.05,0.8,400003,9138,216557,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30003
71140,清水灵狐,MONSTER,2星阳,11006,0,AvatarAtlas,icon_fox_2_yang,3,2,0.9,0.9,5.58,11,0.2,1,400006,10324,133266,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30006
71141,点赞圣手,MONSTER,3星阳,11044,0,AvatarAtlas,icon_spirit_3_yang,3,3,0.9,0.9,4.680000000000001,11,0.2,1,400017,9138,458103,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30044
71142,迷踪影狐,BOSS,3星阳,11057,0,AvatarAtlas,icon_evilfox_3_yang,3,3,1.4,0.9,5.4,11,0.2,0.8,400023,9562,728800,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,109057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30057
71143,大王蛇女,MONSTER,3星阳,11062,0,AvatarAtlas,icon_evilsnake_3_yang,3,3,0.8,0.8,5.4,11,0.2,0.8,400025,10360,569534,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30062
71144,天门守将,BOSS,4星阳,11088,0,AvatarAtlas,icon_tianjiang_4_yang,3,4,1.7,1.1,5.1,11,0.2,1,400062,9595,1465712,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,109088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30088
71145,双尾圣灵,MONSTER,3星阳,11067,0,AvatarAtlas,icon_shuangweiyouhun_3_yang,3,3,1.1,1.1,5.58,11,0.05,1,400027,7298,1364339,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30067
71146,执伞浪人,BOSS,5星水,11118,0,AvatarAtlas,icon_rainmaster_5_yang,1,5,1.5,1,5.58,11,0.05,1,400112,7705,2105462,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,109118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30118
71147,溪涧熊哥,MONSTER,2星水,11039,0,AvatarAtlas,icon_panda_2_shui,1,2,0.9,1,5.9399999999999995,11,0.05,1,400016,7321,385303,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30039
71148,碧波蝶,MONSTER,3星水,11049,0,AvatarAtlas,icon_butterfly_3_shui,1,3,0.8,0.8,4.680000000000001,11,0.2,1,400021,8230,237109,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30049
71149,攀树灵狐,MONSTER,2星阴,11007,0,AvatarAtlas,icon_fox_2_yin,4,2,0.9,0.9,5.58,11,0.05,1,400006,8230,423410,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30007
71150,点赞狂魔,BOSS,3星阴,11045,0,AvatarAtlas,icon_spirit_3_yin,4,3,1.4,0.9,5.9399999999999995,11,0.05,1,400017,7730,1058525,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,109045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30045
71151,江洋大盗,MONSTER,3星水,11018,0,AvatarAtlas,icon_flower_3_shui,1,3,0.9,0.9,5.9399999999999995,11,0.05,1,400010,7344,387412,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30018
71152,浴雨狐妖,MONSTER,3星水,11054,0,AvatarAtlas,icon_evilfox_3_shui,1,3,0.9,0.9,4.680000000000001,11,0.2,1,400023,8257,238407,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30054
71153,鬼探喵,MONSTER,2星阴,11027,0,AvatarAtlas,icon_catimp_2_yin,4,2,0.8,0.8,5.4,11,0.2,1.2,400012,8257,425727,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30027
71154,双尾幽鬼,BOSS,3星阴,11068,0,AvatarAtlas,icon_shuangweiyouhun_3_yin,4,3,1.7,1.1,6.3,11,0.05,0.95,400027,7755,1064318,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,109068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30068
71155,点赞狂魔,MONSTER,3星阴,11045,0,AvatarAtlas,icon_spirit_3_yin,4,3,0.9,0.9,5.9399999999999995,11,0.05,1,400017,7368,1386865,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30045
71156,古墓暗灵,BOSS,4星阴,11074,0,AvatarAtlas,icon_anjingling_4_yin,4,4,1.5,1,4.680000000000001,11,0.2,0.8,400030,7780,2140225,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,109074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30074
71157,双尾幽鬼,MONSTER,3星阴,11068,0,AvatarAtlas,icon_shuangweiyouhun_3_yin,4,3,1.1,1.1,6.3,11,0.05,0.95,400027,9323,223788,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30068
71158,灵镜鸟,MONSTER,2星水,11012,0,AvatarAtlas,icon_mechbird_2_shui,1,2,1,1,5.58,11,0.05,1,400008,10538,137716,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30012
71159,幽冥虎,MONSTER,2星阴,11025,0,AvatarAtlas,icon_hu_2_yin,4,2,0.9,0.9,6.3,11,0.05,1,400011,9323,473398,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30025
71160,腹黑蛇女,BOSS,3星阴,11063,0,AvatarAtlas,icon_evilsnake_3_yin,4,3,1.2,0.8,4.680000000000001,11,0.2,1,400025,9757,753134,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,109063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30063
71161,沼泽木,MONSTER,3星水,11064,0,AvatarAtlas,icon_treeman_3_shui,1,3,0.9,0.9,5.4,11,0.2,0.8,400026,9353,224993,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30064
71162,攀树灵狐,MONSTER,2星阴,11007,0,AvatarAtlas,icon_fox_2_yin,4,2,0.9,0.9,5.58,11,0.05,1,400006,10573,138457,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30007
71163,幽冥虎,MONSTER,2星阴,11025,0,AvatarAtlas,icon_hu_2_yin,4,2,0.9,0.9,6.3,11,0.05,1,400011,9353,475948,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30025
71164,腹黑蛇女,BOSS,3星阴,11063,0,AvatarAtlas,icon_evilsnake_3_yin,4,3,1.2,0.8,4.680000000000001,11,0.2,1,400025,9790,757190,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,109063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30063
71165,黑寡妇,MONSTER,3星木,11072,0,AvatarAtlas,icon_spider_3_mu,2,3,0.9,0.9,5.9399999999999995,11,0.05,1,400029,10609,591596,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30072
71166,吞天兽,BOSS,5星木,11113,0,AvatarAtlas,icon_totie_4_mu,2,4,1.4,0.9,4.680000000000001,11,0.2,1,400107,9822,1522491,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,109113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30086
71167,滚木龟,MONSTER,2星木,11034,0,AvatarAtlas,icon_wugui_2_mu,2,2,0.9,0.9,4.680000000000001,11,0.2,0.9,400005,9415,227403,0,0,10440,1152,0,1232,0,0,0,0,0,0,3320,3320,1,500,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30034
